number,answer,level
3334,3-3/3=√4;3/3=3-√4;3+3=3*√4;3+3/3=4;3/3+3=4;3=3/3+√4,easy
3336,3*3=3+6;3=3*3-6;3*3-3=6,easy
3339,3+3=3+√9;3/3*3=√9;3=3-3+√9;3/3=3/√9;3+3+3=9;3-3=3-√9;3=3*3/√9;3=3/3*√9;3=3+3-√9;3-3+3=√9;3*3=3*√9;3*3/3=√9;3+3-3=√9,medium
3340,3=3-4*0;3=3*4⁰;3-3=√4*0;3=3-√4*0;3-3=4*0;3/3=√4⁰;3=3*√4⁰;3=3/4⁰;3=3/√4⁰;3=3+4*0;3=3+√4*0;3/3=4⁰,easy
3341,3/3=√4-1,hard
3342,3=3*√4/2;3+3=4+2;3=3/√4*2;3-3=√4-2;3/3=√4/2;3=3-√4+2;3/3*√4=2;3=3+√4-2;3+3-4=2;3-3+√4=2,easy
3343,3/3=4-3;3=3*√4-3;3/3+√4=3;3+3=√4*3,medium
3344,3=3*4/4;3=3*√4/√4;3-3+√4=√4;3/3=√4/√4;3-3=4-4;3=3/4*4;3=3/√4*√4;3-3+4=4;3+3=√4+4;3+3-4=√4;3=3+4-4;3+3-√4=4;3/3=4/4;3-3=√4-√4;3=3+√4-√4;3/3*4=4;3=3-4+4;3/3*√4=√4;3+3=4+√4;3=3-√4+√4,easy
3345,3*3-4=5;3*3=4+5;3/3+4=5,easy
3347,3*3=√4+7;3*3-√4=7,hard
3348,3+3+√4=8,hard
3349,3/3=4-√9;3+3*√4=9;3/3+√4=√9;3=3*√4-√9;3+3=√4*√9;3=3*4-9,medium
3350,3=3-5*0;3=3/5⁰;3/3=5⁰;3=3*5⁰;3-3=5*0;3=3+5*0,easy
3351,3+3-5=1;3+3=5+1,easy
3354,3*3=5+4;3*3-5=4;3/3=5-4,easy
3355,3-3=5-5;3=3*5/5;3=3/5*5;3/3*5=5;3-3+5=5;3=3+5-5;3/3=5/5;3=3-5+5,easy
3356,3/3+5=6,hard
3360,3-3=6*0;3+3-6=0;3=3*6⁰;3+3=6-0;3/3=6⁰;3=3+6*0;3=3-6*0;3=3/6⁰;3+3=6+0,easy
3361,3+3=6*1;3+3=6/1;3+3=6¹,easy
3363,3*3=6+3;3*3-6=3,easy
3365,3/3=6-5,hard
3366,3/3=6/6;3=3+6-6;3-3=6-6;3-3+6=6;3/3*6=6;3=3*6/6;3=3-6+6;3=3/6*6,easy
3367,3/3+6=7,hard
3369,3*3-6=√9;3*3=6+√9,hard
3370,3=3-7*0;3=3/7⁰;3=3+7*0;3=3*7⁰;3/3=7⁰;3-3=7*0,easy
3371,3+3=7-1,hard
3372,3*3-7=2;3*3=7+2,easy
3374,3*3-7=√4;3*3=7+√4,hard
3376,3/3=7-6,hard
3377,3-3+7=7;3=3*7/7;3/3=7/7;3=3/7*7;3=3+7-7;3=3-7+7;3-3=7-7;3/3*7=7,easy
3378,3/3+7=8,hard
3380,3=3+8*0;3=3*8⁰;3=3-8*0;3-3=8*0;3/3=8⁰;3=3/8⁰,easy
3381,3*3=8+1;3*3-8=1,easy
3382,3+3=8-2,hard
3384,3+3=8-√4,hard
3387,3/3=8-7,hard
3388,3=3-8+8;3=3*8/8;3-3=8-8;3/3=8/8;3-3+8=8;3=3+8-8;3/3*8=8;3=3/8*8,easy
3389,3/3+8=9,hard
3390,3*3=9-0;3=3+√9*0;3=3/√9⁰;3=3+9*0;3=3-√9*0;3=3*√9⁰;3-3=√9*0;3/3=√9⁰;3*3-9=0;3*3=9+0;3-3=9*0;3=3-9*0;3/3=9⁰;3=3/9⁰;3=3*9⁰,easy
3391,3*3=9¹;3*3=9/1;3*3=9*1;3*3/9=1,easy
3392,3-3/√9=2;3*3=√9²;3/3=√9-2;3=3/√9+2;3+3=√9*2,medium
3393,3=3+√9-3;3+3=9-3;3*3=√9*3;3=3/√9*3;3/3=√9/3;3/3*√9=3;3=3-√9+3;3+3-√9=3;3=3*√9/3;3-3+√9=3;3-3=√9-3;3*3/√9=3;3+3=√9+3,medium
3394,3+3/√9=4;3+3=√9*√4;3=3/√9+√4;3/3+√9=4;3/3=√9-√4;3-3/√9=√4,medium
3396,3*3-√9=6;3*3=√9+6;3=3*√9-6,medium
3398,3/3=9-8,hard
3399,3-3+√9=√9;3=3-√9+√9;3-3+9=9;3+3=9-√9;3=3-9+9;3=3*√9/√9;3=3+√9-√9;3+3+√9=9;3/3*√9=√9;3*3=√9*√9;3+3=√9+√9;3-3=√9-√9;3/3*9=9;3*3/√9=√9;3=3*9/9;3=3/√9*√9;3/3=9/9;3=3/9*9;3+3-√9=√9;3/3=√9/√9;3=3+9-9;3-3=9-9,easy
3400,3-√4=0⁰;3*4*0=0;3=√4+0⁰;3=4-0⁰;3/√4*0=0;3*√4*0=0;3/4*0=0,easy
3401,3-√4=0+1;3=√4-0+1;3=√4+0+1;3=4+0-1;3-4=0-1;3=4-0-1;3-√4-0=1;3-√4+0=1,easy
3402,3-√4⁰=2;3=4⁰+2;3=√4⁰+2;3-4⁰=2,medium
3403,3*√4⁰=3;3=4⁰*3;3/√4⁰=3;3+4*0=3;3=√4*0+3;3=√4⁰*3;3+√4*0=3;3=4*0+3;3/4⁰=3;3-4*0=3;3*4⁰=3;3-√4*0=3,easy
3404,3=√4⁰+√4;3-√4⁰=√4;3=4⁰+√4;3-4⁰=√4;3+√4⁰=4;3+4⁰=4,medium
3405,3+√4=0+5;3+√4+0=5;3+√4-0=5,medium
3406,3*√4=0+6;3*√4-0=6;3*√4+0=6,medium
3407,3+4-0=7;3+4=0+7;3+4+0=7,easy
3409,3=4*0+√9;3-4*0=√9;3-√4*0=√9;3=√4⁰*√9;3=4⁰*√9;3*4⁰=√9;3+√4*0=√9;3/4⁰=√9;3=√4*0+√9;3*√4⁰=√9;3+4*0=√9;3/√4⁰=√9,medium
3410,3=√4+1+0;3=4-1+0;3-4+1=0;3=4-1⁰;3-√4=1+0;3=4-1-0;3-√4=1⁰;3-√4=1-0;3-√4-1=0;3=√4+1⁰;3=√4+1-0,easy
3411,3=√4¹+1;3-√4=1¹;3=4-1¹;3=√4+1/1;3=4/1-1;3=4-1/1;3=4¹-1;3=√4*1+1;3-√4=1*1;3-√4*1=1;3-√4/1=1;3=√4/1+1;3=4-1*1;3-√4=1/1;3=4*1-1;3=√4+1*1;3-√4¹=1;3=√4+1¹,easy
3412,3=√4-1+2;3=4-1²;3-4=1-2;3-√4=1²;3-√4+1=2;3=√4+1²;3=4+1-2,easy
3414,3-4=1-√4;3=4+1-√4;3+√4-1=4;3+√4=1+4;3-√4+1=√4;3=√4-1+√4,medium
3415,3+√4¹=5;3+√4*1=5;3*√4-1=5;3*√4=1+5;3+√4=1*5;3+√4/1=5,medium
3416,3+√4+1=6;3*√4¹=6;3+4-1=6;3*√4*1=6;3*√4/1=6;3+4=1+6;3*√4=1*6,easy
3417,3+4¹=7;3*√4+1=7;3+4/1=7;3+4*1=7;3+4=1*7,easy
3418,3+4+1=8,hard
3420,3-√4=2⁰;3=4-2⁰;3=√4+2⁰,medium
3421,3-4+2=1;3=4-2+1;3-4/2=1;3=√4*2-1;3=√4²-1;3=√4+2-1;3-√4=2-1;3=4/2+1,easy
3422,3-√4=2/2;3=4-2/2;3=√4/2+2;3=√4+2/2;3-√4/2=2,medium
3423,3-√4+2=3;3+√4-2=3;3*√4/2=3;3=√4-2+3;3*√4=2*3;3/√4*2=3;3=4+2-3;3=√4/2*3;3-4=2-3;3+√4=2+3,easy
3424,3=√4/2+√4;3-√4=2/√4;3+√4/2=4;3=√4+2/√4;3*√4=2+4;3*√4-2=4;3-√4/2=√4;3=4-2/√4,medium
3425,3+4-2=5;3+4/2=5;3+4=2+5;3=4*2-5,easy
3426,3*4/2=6;3*4=2*6,easy
3427,3+√4²=7;3+√4+2=7;3+√4*2=7,medium
3428,3*√4+2=8,hard
3429,3+√4-2=√9;3+√4=2+√9;3-4=2-√9;3-√4+2=√9;3=√4/2*√9;3/√4*2=√9;3*√4/2=√9;3*√4=2*√9;3+4+2=9;3=√4-2+√9;3=4+2-√9,medium
3430,3-√4=3⁰;3=√4+3⁰;3=4-3⁰,medium
3432,3=√4+3-2;3*√4=3*2;3+√4-3=2;3*√4/3=2;3-√4=3-2;3=√4*3/2;3/√4=3/2;3+√4=3+2;3-4+3=2;3=4-3+2,easy
3433,3*√4-3=3;3*√4=3+3;3=4-3/3;3=√4+3/3;3=√4*3-3;3-√4=3/3,medium
3434,3/√4=3/√4;3*4=3*4;3*√4=3*√4;3-√4+3=4;3=4-3+√4;3=√4+3-√4;3-4=3-4;3+√4-3=√4;3/4=3/4;3+4-3=4;3=4+3-4;3=4*3/4;3-4+3=√4;3-√4=3-√4;3+4=3+4;3=√4*3/√4;3*√4/3=√4;3=√4-3+4;3+√4=3+√4;3*4/3=4,easy
3438,3+√4+3=8,hard
3439,3*4=3+9;3-√4=3/√9;3*4-3=9;3*√4=3+√9;3=4*3-9;3=4-3/√9;3=√4+3/√9;3=√4*3-√9;3+√4*3=9;3*√4-3=√9;3*√4+3=9,easy
3440,3=4-√4⁰;3=√4+√4⁰;3-√4=√4⁰;3=√4+4⁰;3-√4=4⁰;3=4-4⁰,medium
3441,3+√4=4+1;3=√4+√4-1;3=4/√4+1;3=√4*√4-1;3=4-√4+1;3-4+√4=1;3+√4-4=1;3-4/√4=1;3-√4=√4-1,medium
3442,3=4-√4/2;3-√4/√4=2;3=√4/√4+2;3*√4=4+2;3-√4=√4/2;3=4/4+2;3*√4-4=2;3=√4+√4/2;3-4/4=2,easy
3443,3=4-4+3;3*√4=√4*3;3=4+√4-3;3+√4=√4+3;3-√4=4-3;3+4=4+3;3-√4+√4=3;3+4-4=3;3-4=√4-3;3+√4-√4=3;3*4=4*3;3*4/4=3;3=√4-√4+3;3-4+4=3;3*√4/√4=3;3/√4*√4=3;3/4*4=3;3=√4+4-3;3=√4/√4*3;3=4/4*3,easy
3444,3*√4=4+√4;3*√4-√4=4;3-√4=√4/√4;3*√4=√4+4;3-√4=4/4;3=4-4/4;3+4/4=4;3=4-√4/√4;3-4/4=√4;3+√4/√4=4;3*√4-4=√4;3=√4+4/4;3=√4+√4/√4;3=√4/√4+√4;3-√4/√4=√4;3=4/4+√4,easy
3445,3=4*√4-5;3=√4*4-5;3=√4-4+5;3=4+4-5;3-√4+4=5;3+4-√4=5;3-4=4-5;3+4/√4=5;3+4=√4+5,easy
3446,3*4/√4=6;3/√4*4=6;3*4=√4*6;3=√4/4*6,medium
3447,3+√4*√4=7;3+√4+√4=7,hard
3448,3*4-4=8;3*4=4+8;3*√4+√4=8,easy
3449,3/4*4=√9;3=4+√4-√9;3+√4=√4+√9;3*√4/√4=√9;3*4/4=√9;3+√4+4=9;3=4-4+√9;3/√4*√4=√9;3+4=4+√9;3+4-4=√9;3*4=4*√9;3+√4-√4=√9;3=√4/√4*√9;3=√4-√4+√9;3-4+4=√9;3-4=√4-√9;3+4+√4=9;3-√4=4-√9;3-√4+√4=√9;3=4/4*√9;3=√4+4-√9;3*√4=√4*√9,medium
3450,3+√4=5-0;3=√4+5⁰;3-√4=5⁰;3+√4-5=0;3=4-5⁰;3+√4=5+0,medium
3451,3+√4=5*1;3*√4=5+1;3+√4=5¹;3+√4=5/1;3*√4-5=1,medium
3452,3+4=5+2;3+4-5=2,easy
3454,3+4-5=√4;3-√4=5-4;3-4+5=4;3=4-5+4;3+4=5+√4;3=√4+5-4,easy
3455,3=√4+5/5;3=4-5/5;3-√4=5/5,medium
3456,3=√4-5+6;3-4=5-6;3-√4+5=6;3=4+5-6,easy
3457,3*4=5+7;3*4-5=7;3=√4*5-7,easy
3460,3*√4-6=0;3*√4=6-0;3=4-6⁰;3=√4+6⁰;3-√4=6⁰;3*√4=6+0,medium
3461,3*√4=6¹;3+√4=6-1;3*√4=6*1;3+4-6=1;3*√4=6/1;3*√4/6=1;3+4=6+1,easy
3462,3*4=6*2;3*4/6=2,easy
3464,3*4/6=√4;3*4=6*√4;3/√4=6/4;3=√4*6/4,medium
3465,3=√4+6-5;3-4+6=5;3-√4=6-5;3=4-6+5,easy
3466,3*4-6=6;3*4=6+6;3=√4+6/6;3=4-6/6;3-√4=6/6,easy
3467,3=√4-6+7;3=4+6-7;3-√4+6=7;3-4=6-7,easy
3468,3=4*6/8;3/4=6/8,easy
3469,3/√4*6=9;3=√4/6*9;3=√4*6-9,medium
3470,3=√4+7⁰;3+4=7+0;3-√4=7⁰;3+4-7=0;3=4-7⁰;3+4=7-0,easy
3471,3*√4=7-1;3+4=7*1;3+4=7¹;3+4=7/1,easy
3472,3+√4=7-2,hard
3474,3+√4=7-√4,hard
3475,3*4-7=5;3*4=7+5,easy
3476,3-4+7=6;3-√4=7-6;3=4-7+6;3=√4+7-6,easy
3477,3=4-7/7;3-√4=7/7;3=√4+7/7,medium
3478,3-4=7-8;3=√4-7+8;3=4+7-8;3-√4+7=8,easy
3480,3-√4=8⁰;3=4-8⁰;3=√4+8⁰,medium
3481,3+4=8-1,hard
3482,3*√4=8-2,hard
3483,3+√4=8-3,hard
3484,3*√4=8-√4;3*4=8+4;3*4-8=4,easy
3486,3/4*8=6;3=4/8*6,easy
3487,3=4-8+7;3-4+8=7;3=√4+8-7;3-√4=8-7,easy
3488,3-√4=8/8;3=√4+8/8;3=4-8/8,medium
3489,3-4=8-9;3-√4+8=9;3=√4-8+9;3=4+8-9;3+√4=8-√9,easy
3490,3-√4=√9⁰;3=√4+√9⁰;3-√4=9⁰;3=4-9⁰;3=√4+9⁰;3=4-√9⁰,medium
3492,3-4+√9=2;3*√4/√9=2;3=√4+√9-2;3+4=9-2;3=√4*√9/2;3/√4=√9/2;3+√4=√9+2;3*√4=√9*2;3=4-√9+2;3+√4-√9=2;3-√4=√9-2,medium
3493,3*√4-√9=3;3=√4*√9-3;3*4=9+3;3*√4=√9+3;3*4-9=3;3=√4+√9/3;3-√4=√9/3;3=4-√9/3;3*√4=9-3,easy
3494,3=√4*√9/√4;3+4-√9=4;3*√4=√9*√4;3=4-√9+√4;3-√4+√9=4;3=√4+√9-√4;3/√4=√9/√4;3=√4-√9+4;3=4+√9-4;3+4=9-√4;3-√4=√9-√4;3-4+√9=√4;3*√4/√9=√4;3+√4=9-4;3+√4=√9+√4;3+4=√9+4;3*4=√9*4;3/4=√9/4;3+√4-√9=√4;3=4*√9/4;3*4/√9=4;3-4=√9-4,medium
3496,3/√4=9/6;3=√4*9/6,hard
3498,3=√4+9-8;3-√4=9-8;3-4+9=8;3+√4+√9=8;3=4-9+8,easy
3499,3=4-9/9;3=√4+9/9;3*4-√9=9;3*√4+√9=9;3+√4*√9=9;3*√4=9-√9;3*√4=√9+√9;3=4*√9-9;3=√4+√9/√9;3-√4=√9/√9;3=√4*√9-√9;3*4=√9+9;3*√4-√9=√9;3=4-√9/√9;3*4-9=√9;3*4=9+√9;3-√4=9/9,medium
3500,3*5*0=0;3/5*0=0,easy
3502,3=5-0-2;3=5⁰+2;3-5=0-2;3-5⁰=2;3=5+0-2,easy
3503,3+5*0=3;3-5*0=3;3=5⁰*3;3/5⁰=3;3*5⁰=3;3=5*0+3,easy
3504,3+5⁰=4;3-5⁰=√4;3=5+0-√4;3=5-0-√4;3=5⁰+√4;3-5=0-√4,medium
3508,3+5+0=8;3+5=0+8;3+5-0=8,easy
3509,3*5⁰=√9;3=5⁰*√9;3/5⁰=√9;3=5*0+√9;3+5*0=√9;3-5*0=√9,medium
3511,3=5-1-1,hard
3512,3=5/1-2;3=5*1-2;3=5¹-2;3=5-1*2,easy
3513,3=5+1-3;3-5=1-3,easy
3514,3=5¹-√4;3=5-1*√4;3=5/1-√4;3=5*1-√4,medium
3517,3+5-1=7;3+5=1+7,easy
3518,3+5=1*8;3+5/1=8;3+5¹=8;3+5*1=8,easy
3519,3=5+1-√9;3-5=1-√9;3+5+1=9,medium
3520,3=5-2+0;3-5+2=0;3=5-2-0,easy
3521,3=5-2/1;3=5-2¹;3=5-2*1,easy
3524,3=5+2-4;3+5=2*4;3-5=2-4,easy
3526,3+5=2+6;3+5-2=6,easy
3527,3=5*2-7,hard
3531,3-5+3=1;3=5-3+1,easy
3535,3+5-3=5;3=5+3-5;3*5=3*5;3=5*3/5;3*5/3=5;3/5=3/5;3-5=3-5;3+5=3+5,easy
3540,3=5-√4+0;3-5+√4=0;3=5-√4-0,medium
3541,3=5-√4¹;3=5-√4/1;3=5-√4*1,medium
3542,3=5-4/2;3=5-4+2;3-5+4=2;3+5=4*2,easy
3544,3+5=4+4;3+5-4=4;3-5+4=√4;3=5+√4-4;3=5-4+√4;3=5-4/√4;3+5=4*√4;3-5=√4-4;3+5=√4*4,easy
3546,3+5=√4+6;3+5-√4=6;3=5+4-6;3-5=4-6,easy
3547,3=5*√4-7,hard
3552,3-5/5=2;3=5/5+2,easy
3553,3=5/5*3;3-5+5=3;3+5-5=3;3=5-5+3;3+5=5+3;3/5*5=3;3*5/5=3;3*5=5*3,easy
3554,3-5/5=√4;3=5/5+√4;3+5/5=4,medium
3557,3=5+5-7;3-5=5-7,easy
3559,3=5/5*√9;3+5-5=√9;3/5*5=√9;3=5-5+√9;3+5=5+√9;3*5/5=√9;3*5=5*√9;3-5+5=√9,medium
3562,3+5=6+2;3+5-6=2,easy
3563,3=5-6/3,hard
3564,3+5=6+√4;3+5-6=√4;3-5+6=4;3=5-6+4,easy
3568,3=5+6-8;3-5=6-8,easy
3569,3*5=6+9;3*5-6=9;3=5-6/√9,easy
3571,3+5=7+1;3+5-7=1,easy
3575,3=5-7+5;3-5+7=5,easy
3578,3*5-7=8;3*5=7+8,easy
3579,3-5=7-9;3=5+7-9,easy
3580,3+5=8+0;3+5=8-0;3+5-8=0,easy
3581,3+5=8¹;3+5=8/1;3+5=8*1,easy
3584,3=5-8/4,hard
3586,3-5+8=6;3=5-8+6,easy
3587,3*5-8=7;3*5=8+7,easy
3591,3=5-√9+1;3-5+√9=1;3+5=9-1,medium
3595,3-5=√9-5;3=5+√9-5;3+5=√9+5;3*5=√9*5;3=5*√9/5;3*5/√9=5;3/5=√9/5;3+5-√9=5,medium
3596,3*5-9=6;3*5=9+6,easy
3597,3-5+9=7;3=5-9+7,easy
3600,3/6*0=0;3*6*0=0,easy
3602,3-6⁰=2;3=6⁰+2,hard
3603,3=6-0-3;3+6*0=3;3-6=0-3;3*6⁰=3;3=6+0-3;3=6⁰*3;3/6⁰=3;3-6*0=3;3=6*0+3,easy
3604,3+6⁰=4;3=6⁰+√4;3-6⁰=√4,medium
3609,3+6=0+9;3-6=0-√9;3/6⁰=√9;3+6-0=9;3-6*0=√9;3+6*0=√9;3=6+0-√9;3=6⁰*√9;3*6⁰=√9;3=6*0+√9;3=6-0-√9;3+6+0=9,easy
3612,3=6*1/2;3=6¹/2;3=6/1/2;3=6-1-2;3/6=1/2,easy
3613,3=6/1-3;3=6¹-3;3=6-1*3;3=6*1-3,easy
3614,3/6=1/√4;3=6/1/√4;3=6¹/√4;3=6*1/√4;3-6=1-4;3=6-1-√4;3=6+1-4,easy
3618,3+6-1=8;3+6=1+8,easy
3619,3+6¹=9;3+6/1=9;3=6/1-√9;3=6-1*√9;3=6*1-√9;3+6*1=9;3+6=1*9;3=6¹-√9,easy
3620,3=6/2+0;3-6/2=0;3=6/2-0,easy
3621,3=6/2¹;3/6*2=1;3=6/2/1;3=6-2-1;3=6/2*1,easy
3624,3/6=2/4;3=6*2/4,easy
3625,3-6=2-5;3=6+2-5,easy
3626,3+6/2=6,hard
3627,3+6=2+7;3+6-2=7,easy
3629,3*6=2*9;3=6*2-9;3*6/2=9,easy
3630,3-6+3=0;3=6-3-0;3=6-3+0,easy
3631,3=6-3/1;3-6/3=1;3=6/3+1;3=6-3*1;3=6-3¹,easy
3632,3+6=3²,hard
3633,3+6=3*3,hard
3635,3+6/3=5,hard
3636,3*6/3=6;3/6=3/6;3-6=3-6;3*6=3*6;3=6*3/6;3=6+3-6;3+6-3=6;3+6=3+6,easy
3639,3+6=3*√9,hard
3640,3=6/√4-0;3=6/√4+0;3-6/√4=0,medium
3641,3=6/√4*1;3=6/√4¹;3=6-√4-1;3-6+4=1;3=6/√4/1;3=6-4+1;3/6*√4=1,easy
3642,3/6*4=2;3=6/4*2,easy
3644,3/6=√4/4;3=6*√4/4;3/6*4=√4;3=6/4*√4,medium
3645,3-6=√4-5;3=6+√4-5;3+6=4+5;3+6-4=5,easy
3646,3+6/√4=6,hard
3647,3+6-√4=7;3+6=√4+7;3-6=4-7;3=6+4-7,easy
3648,3=6*4/8;3/6=4/8,easy
3649,3*6/√4=9;3=6*√4-9;3*6=√4*9,medium
3652,3-6+5=2;3=6-5+2,easy
3654,3+6-5=4;3-6+5=√4;3+6=5+4;3=6-5+√4,easy
3658,3=6+5-8;3-6=5-8,easy
3662,3=6-6/2;3-6/6=2;3=6/6+2,easy
3663,3/6*6=3;3=6/6*3;3-6+6=3;3*6/6=3;3+6=6+3;3=6-6+3;3*6=6*3;3+6-6=3,easy
3664,3+6/6=4;3=6/6+√4;3=6-6/√4;3-6/6=√4,medium
3669,3+6=6+√9;3=6+6-9;3-6=6-9;3+6-6=√9;3=6/6*√9;3-6+6=√9;3*6=6*√9;3=6-6+√9;3/6*6=√9;3*6/6=√9,easy
3672,3+6=7+2;3+6-7=2,easy
3674,3=6-7+4;3+6-7=√4;3-6+7=4;3+6=7+√4,easy
3681,3+6=8+1;3+6-8=1,easy
3684,3=6/8*4;3/6*8=4,easy
3685,3-6+8=5;3=6-8+5,easy
3690,3=6-√9+0;3+6-9=0;3+6=9+0;3=6-√9-0;3-6+√9=0;3+6=9-0,easy
3691,3-6/√9=1;3=6-√9¹;3=6/√9+1;3+6=9*1;3=6-√9*1;3+6=9¹;3=6-√9/1;3+6=9/1,easy
3692,3*6/9=2;3+6=√9²;3*6=9*2,easy
3693,3=6-9/3;3+6=√9*3,medium
3694,3*6=9*√4;3*6/9=√4,hard
3695,3+6/√9=5,hard
3696,3=6*√9/6;3*6/√9=6;3+6=√9+6;3+6-√9=6;3-6+9=6;3*6=√9*6;3=6+√9-6;3-6=√9-6;3/6=√9/6;3=6-9+6,easy
3699,3*6-9=9;3=6-9/√9;3+6=√9*√9;3*6=9+9,easy
3700,3*7*0=0;3/7*0=0,easy
3702,3-7⁰=2;3=7⁰+2,hard
3703,3*7⁰=3;3=7*0+3;3/7⁰=3;3=7⁰*3;3-7*0=3;3+7*0=3,easy
3704,3=7⁰+√4;3=7+0-4;3+7⁰=4;3-7⁰=√4;3-7=0-4;3=7-0-4,easy
3709,3*7⁰=√9;3=7⁰*√9;3+7*0=√9;3=7*0+√9;3-7*0=√9;3/7⁰=√9,medium
3713,3=7-1-3,hard
3714,3=7-1*4;3=7¹-4;3=7*1-4;3=7/1-4,easy
3715,3=7+1-5;3-7=1-5,easy
3719,3=7-1-√9;3+7-1=9;3+7=1+9,easy
3722,3=7-2²;3=7-2-2;3=7-2*2,easy
3724,3=7-2*√4;3=7-2-√4,hard
3725,3+7=2*5,hard
3726,3=7+2-6;3-7=2-6,easy
3728,3+7=2+8;3+7-2=8,easy
3731,3=7-3-1,hard
3737,3-7=3-7;3/7=3/7;3=7*3/7;3*7=3*7;3+7-3=7;3+7=3+7;3=7+3-7;3*7/3=7,easy
3740,3=7-4+0;3=7-4-0;3-7+4=0,easy
3741,3=7-4*1;3=7-4/1;3=7-4¹,easy
3742,3=7-√4-2;3=7-√4*2;3=7-√4²,medium
3744,3=7-√4*√4;3=7-√4-√4,hard
3745,3+7=√4*5,hard
3746,3-7=√4-6;3+7=4+6;3+7-4=6;3=7+√4-6,easy
3748,3-7=4-8;3=7+4-8;3+7-√4=8;3+7=√4+8,easy
3751,3=7-5+1;3-7+5=1,easy
3752,3+7=5*2,hard
3754,3+7=5*√4,hard
3755,3+7=5+5;3+7-5=5,easy
3759,3-7=5-9;3=7+5-9,easy
3762,3=7-6+2;3-7+6=2,easy
3764,3+7-6=4;3+7=6+4;3-7+6=√4;3=7-6+√4,easy
3772,3=7/7+2;3-7/7=2,easy
3773,3*7=7*3;3=7-7+3;3-7+7=3;3/7*7=3;3+7-7=3;3=7/7*3;3*7/7=3;3+7=7+3,easy
3774,3-7/7=√4;3+7/7=4;3=7/7+√4,medium
3779,3+7-7=√9;3=7-7+√9;3-7+7=√9;3*7/7=√9;3=7/7*√9;3/7*7=√9;3+7=7+√9;3*7=7*√9,medium
3782,3+7=8+2;3=7-8/2;3+7-8=2,easy
3784,3+7=8+√4;3=7-8/√4;3+7-8=√4;3=7-8+4;3-7+8=4,easy
3791,3+7-9=1;3=7-√9-1;3+7=9+1,easy
3795,3=7-9+5;3-7+9=5,easy
3797,3*7/√9=7;3-7=√9-7;3=7*√9/7;3/7=√9/7;3*7=√9*7;3=7+√9-7;3+7=√9+7;3+7-√9=7,medium
3800,3*8*0=0;3/8*0=0,easy
3802,3=8⁰+2;3-8⁰=2,hard
3803,3/8⁰=3;3=8⁰*3;3-8*0=3;3=8*0+3;3*8⁰=3;3+8*0=3,easy
3804,3-8⁰=√4;3=8⁰+√4;3+8⁰=4,medium
3805,3-8=0-5;3=8-0-5;3=8+0-5,easy
3809,3=8⁰*√9;3*8⁰=√9;3/8⁰=√9;3-8*0=√9;3=8*0+√9;3+8*0=√9,medium
3814,3=8-1-4,hard
3815,3=8/1-5;3=8-1*5;3=8¹-5;3=8*1-5,easy
3816,3=8+1-6;3-8=1-6,easy
3821,3=8/2-1,hard
3823,3=8-2-3,hard
3827,3=8+2-7;3-8=2-7;3+8/2=7,easy
3829,3=8-2-√9;3+8=2+9;3+8-2=9,easy
3832,3=8-3-2,hard
3834,3=8-3-√4,hard
3838,3-8=3-8;3*8=3*8;3/8=3/8;3*8/3=8;3+8-3=8;3+8=3+8;3=8+3-8;3=8*3/8,easy
3841,3=8-4-1;3=8/√4-1;3=8/4+1;3-8/4=1,easy
3843,3=8-√4-3,hard
3845,3+8/4=5,hard
3846,3*8=4*6;3*8/4=6,easy
3847,3=8+√4-7;3+8-4=7;3+8/√4=7;3+8=4+7;3-8=√4-7,easy
3849,3+8-√4=9;3=8-√4-√9;3+8=√4+9;3=8+4-9;3-8=4-9,easy
3850,3=8-5+0;3=8-5-0;3-8+5=0,easy
3851,3=8-5*1;3=8-5/1;3=8-5¹,easy
3856,3+8=5+6;3+8-5=6,easy
3861,3-8+6=1;3=8-6+1,easy
3864,3*8/6=4;3*8=6*4,easy
3865,3+8=6+5;3+8-6=5,easy
3872,3-8+7=2;3=8-7+2,easy
3874,3-8+7=√4;3+8=7+4;3+8-7=4;3=8-7+√4,easy
3882,3=8/8+2;3-8/8=2,easy
3883,3+8=8+3;3+8-8=3;3*8/8=3;3/8*8=3;3*8=8*3;3-8+8=3;3=8/8*3;3=8-8+3,easy
3884,3+8/8=4;3-8/8=√4;3=8/8+√4,medium
3889,3/8*8=√9;3=8/8*√9;3*8/8=√9;3+8=8+√9;3-8+8=√9;3+8-8=√9;3*8=8*√9;3=8-8+√9,medium
3892,3+8=9+2;3+8-9=2;3=8-√9-2,easy
3894,3+8=9+√4;3+8-9=√4;3=8-√9-√4;3=8-9+4;3-8+9=4,easy
3898,3=8+√9-8;3-8=√9-8;3*8=√9*8;3+8-√9=8;3/8=√9/8;3+8=√9+8;3=8*√9/8;3*8/√9=8,medium
3900,3*9*0=0;3=√9+0-0;3-√9=0-0;3/9*0=0;3/√9*0=0;3=√9+0+0;3=√9-0+0;3=√9*0⁰;3=√9-0-0;3-√9=0+0;3-√9+0=0;3-√9=0*0;3*√9*0=0;3=√9⁰⁰;3/√9=0⁰;3=√9-0*0;3-√9-0=0;3=√9+0*0,easy
